symbol,name,group,subgroup,summary,reference_url,analysis_date
4707.TWO,磐亞,化學工業,非離子界面活性劑,生產界面活性劑與聚酯加工助劑，隸屬長興集團，服務紡織與洗劑業。,http://www.pana-chem.com.tw/,2026-05-11
4711.TWO,永純,化學工業,合成樹脂,專業不飽和聚酯樹脂生產商，產品應用於玻璃纖維製品與塗料樹脂。,http://www.evermore-chem.com.tw/,2026-05-11
4714.TWO,永捷,化學工業,PU 樹脂,專業 PU 樹脂研發商，產品應用於合成皮、塗料，並開發可摺疊手機導電膜。,http://www.u-pica.com.tw/,2026-05-11
4716.TWO,大立,化學工業,合成樹脂,生產酚醛樹脂、尿素樹脂，供應電木板、接著劑及各式建材材料。,http://www.dali-chem.com.tw/,2026-05-11
4720.TW,德淵,化學工業,熱熔膠,全球熱熔膠 brand 供應商，產品廣泛應用於包裝、書刊裝訂與衛生用品。,http://www.texyear.com/,2026-05-11
4721.TWO,美琪瑪,化學工業,電池材料,專業 PTA 氧化觸媒及鋰電池正極材料原料 (硫酸鎳、硫酸鈷) 生產商。,http://www.mechema.com/,2026-05-11
4722.TW,國精化,化學工業,光固化材料,生產紫外線光固化樹脂 (UV 樹脂)，產品應用於電子塗裝、油墨及 3D 列印。,http://www.eternal-group.com.tw/,2026-05-11
4726.TWO,永昕,生技醫療,生物藥代工,專業生物藥 CDMO 公司，提供蛋白質藥物開發、臨床試驗及商業化生產。,http://www.mycenax.com.tw/,2026-05-11
4728.TWO,雙美,生技醫療,膠原蛋白,專業膠原蛋白植入劑研發商，產品應用於醫美微整形與牙科骨材。,http://www.sunmaxbiotech.com/,2026-05-11
4729.TWO,熒茂,電子零組件,觸控面板,生產軍用、醫療及工業級觸控面板，專注於具高度耐用性的特殊顯示模組。,http://www.highlight-tech.com.tw/,2026-05-11
4735.TWO,豪展,生技醫療,醫療器械,專業電子體溫計、血壓計製造商，以紅外線測溫技術為核心，提供 OEM/ODM 服務。,http://www.avita.com.tw/,2026-05-11
4736.TW,泰博,生技醫療,血糖監測,台灣血糖監測設備領導廠商，生產血糖機、試片及各類居家醫護產品。,http://www.taidoc.com/,2026-05-11
4737.TW,華廣,生技醫療,血糖監測,專注於高準確度血糖監測系統開發，以「瑞特 Rightest」品牌行銷全球。,http://www.bionime.com/,2026-05-11
4739.TW,康普,化學工業,電池材料,專業動力電池正極材料原料（硫酸鎳、硫酸鈷）商，深耕電動車供應鏈。,http://www.coremaxcorp.com/,2026-05-11
4741.TWO,泓瀚,化學工業,數位噴墨,專業數位噴印墨水研發商，產品應用於廣告噴繪、紡織及陶瓷印刷。,http://www.jetbest.com/,2026-05-11
4743.TWO,合一,生技醫療,新藥研發,專注於慢性傷口癒合新藥（速優索）及抗體藥物研發，屬中天集團。,http://www.onenessbio.com.tw/,2026-05-11
4744.TWO,皇將,電機機械,包裝設備,專業製藥包裝設備商，提供藥錠/膠囊數粒機及完整自動化瓶裝產線。,http://www.cve.com.tw/,2026-05-11
4745.TWO,合富-KY,生技醫療,醫療通路,提供大型臨床檢驗設備租賃及耗材供應服務，深耕兩岸醫療檢測市場。,http://www.hefuholding.com/,2026-05-11
4746.TW,台耀,生技醫療,原料藥,專業原料藥 (API) 製造商，並提供針劑 CDMO 服務，深耕維生素 D 衍生物。,http://www.formosapharma.com/,2026-05-11
4747.TWO,強生製藥,生技醫療,成藥製造,專注於特殊學名藥研發與生產，產品涵蓋呼吸道、消化道及心血管用藥。,http://www.johnson-pharma.com/,2026-05-11
4749.TWO,新應材,化學工業,半導體材料,專注於半導體與顯示器製程用特化材料，提供光阻劑及相關電子化學品。,http://www.sh-materials.com/,2026-05-11
4754.TWO,國碳科,化學工業,防火材料,專業防火材料製造商，產品應用於建築防火封堵、防火塗料及電纜防火。,http://www.incatech.com.tw/,2026-05-11
4755.TW,三福化,化學工業,特用化學,提供半導體、面板製程特化品及回收再生服務，並生產食品添加物。,http://www.sfchem.com.tw/,2026-05-11
4760.TWO,勤凱科技,電子零組件,導電漿料,專業被動元件導電漿料商，產品應用於 MLCC、電感及太陽能電池。,http://www.gredmann.com/,2026-05-11
4763.TW,材料*-KY,化學工業,絲束材料,全球絲束大廠，主要產品醋酸纖維絲束應用於香菸濾嘴及織物。,http://www.c-polymer.com/,2026-05-11
4764.TW,雙鍵,化學工業,特用化學,專業塑膠添加劑、光固化材料研發商，產品應用於化學加工及環保塗料。,http://www.dbc.com.tw/,2026-05-11
4766.TW,南寶,化學工業,接著劑,全球鞋用接著劑龍頭，提供全方位工業用膠、塗料及碳纖維複合材料。,http://www.nanpao.com.tw/,2026-05-11
4767.TWO,誠泰科技,化學工業,熱熔膠,專業環保型熱熔膠商，產品應用於包裝、書刊、鞋業及汽車組裝。,http://www.chemiseal.com.tw/,2026-05-11
4768.TWO,晶呈科技,化學工業,特種氣體,專業半導體製程用特種氣體供應商，擁有領先的氣體鋼瓶再生技術。,http://www.precisegases.com/,2026-05-11
4770.TW,上品,化學工業,氟素材料,全球半導體氟素設備與材料領導者，提供高純度化學品輸送與儲存方案。,http://www.all-pure.com/,2026-05-11
4771.TW,望隼,生技醫療,隱形眼鏡,專業隱形眼鏡 OEM/ODM 廠，專注於矽水膠產品與特殊花紋鏡片。,http://www.visco-tech.com.tw/,2026-05-11
4772.TWO,台特化,化學工業,特種氣體,專業半導體製程用特種氣體「矽乙烷」生產商，為台積電供應鏈成員。,http://www.ttsc.com.tw/,2026-05-11
4804.TWO,大略-KY,觀光餐飲,婚慶服務,曾經營婚紗攝影及婚宴服務，主要市場位於中國大陸，目前業務重整中。,http://www.dalue.com.cn/,2026-05-11
4806.TWO,桂田文創,文創產業,藝人經紀,跨足藝人經紀、演藝活動企劃及影視文化開發。,http://www.kuitian.com.tw/,2026-05-11
4807.TW,日成-KY,其他,珠寶飾品,專業流行飾品 OEM/ODM 廠，生產基地設於泰國，供應全球知名珠寶品牌。,http://www.regal-holding.com/,2026-05-11
4903.TWO,聯光通,通信網路,光纖纜線,從事光纖電纜及光通訊設備安裝，提供電信基礎建設服務。,http://www.ustc.com.tw/,2026-05-11
4904.TW,遠傳,通信網路,電信營運,台灣三大電信營運商之一，提供行動通訊、寬頻上網及數位加值服務。,http://www.fetnet.net/,2026-05-11
4905.TWO,台聯電,通信網路,網路設備,提供工業級交換機、光收發模組及物聯網通信方案。,http://www.taicom.com.tw/,2026-05-11
4906.TW,正文,通信網路,網通設備,專業網通設備 ODM 大廠，產品涵盖 Wi-Fi 路由器、5G 小型基地台。,http://www.gemteks.com/,2026-05-11
4907.TWO,富宇,營建工程,住宅開發,專注於中部地區的住宅大樓與建案開發，為台中知名建商之一。,http://www.fu-yu.com/,2026-05-11
4908.TWO,前鼎,通信網路,光收發模組,生產光纖通信用光收發組件，受惠於資料中心與 5G 基礎建設需求。,http://www.foci.com.tw/,2026-05-11
4909.TWO,新復興,通信網路,高頻微波板,專業高頻微波 PCB 製造商，應用於衛星通訊、基地台及軍用雷達。,http://www.newflex.com.tw/,2026-05-11
4911.TWO,德英,生技醫療,皮膚藥物,專注於皮膚外用藥、化妝品及抗癌新藥研發，利用植物萃取技術。,http://www.debiotech.com.tw/,2026-05-11
4912.TW,聯德控股-KY,電子零組件,精密沖壓,提供汽車、散熱及伺服器精密沖壓件，具備跨國生產基地佈局。,http://www.leadeastholding.com/,2026-05-11
4915.TW,致伸,電子零組件,電腦週邊,專業影像與電聲產品代工，涵蓋電腦週邊、智慧手機模組及車用電子。,http://www.primax.com.tw/,2026-05-11
4916.TW,事欣科,通信網路,工業電腦,提供博弈機台、航太及國防精密組件加工與系統整合服務。,http://www.parpro.com/,2026-05-11
4919.TW,新唐,半導體,微控制器,華邦電旗下，專業 MCU 及語音 IC 廠，併購松下半導體後強化車用領域。,http://www.nuvoton.com/,2026-05-11
4923.TWO,力士,半導體,功率元件,專業 MOSFET 研發與設計商，產品應用於筆電、手機及電源管理系統。,http://www.mosel.com.tw/,2026-05-11
4924.TWO,欣厚-KY,電子零組件,鍵盤組件,專業電腦鍵盤精密組件及射出成型加工，並跨足生技貿易領域。,http://www.shinho-corp.com/,2026-05-11
4927.TW,泰鼎-KY,電子零組件,多層電路板,專業 PCB 製造商，生產基地位於泰國，供應家電、通訊及車用板。,http://www.apex-pcf.com.tw/,2026-05-11
4930.TW,燦星網,電子零組件,貿易與服務,燦坤集團成員，負責集團電子零組件與電器產品的進出口貿易與後勤支援。,http://www.star-travel.com.tw/,2026-05-11
4931.TWO,新盛力,電子零組件,鋰電池組,提供高功率動力電池組、儲能系統及行動裝置備份電源解決方案。,http://www.stl-tech.com/,2026-05-11
4933.TWO,友輝,電子零組件,增亮膜,專業液晶顯示器背光模組光學膜（增亮膜）廠，深耕中大尺寸顯示應用。,http://www.ubright.com.tw/,2026-05-11
4934.TW,太極,光電業,太陽能電池,專業太陽能電池片製造商，生產基地位於越南，主要供應美國及國際市場。,http://www.tsecpv.com/,2026-05-11
4935.TW,茂林-KY,光電業,導光板,專業導光板與背光模組零件商，產品廣泛應用於筆電發光鍵盤及顯示器。,http://www.glt-global.com/,2026-05-11
4938.TW,和碩,電腦週邊,EMS 代工,台灣大型電子代工 (EMS) 廠，核心業務為智慧型手機、筆電及車用電子組裝。,http://www.pegatroncorp.com/,2026-05-11
4939.TWO,亞電,電子零組件,軟板基材,專業軟性銅箔基板 (FCCL) 製造商，供應軟性電路板產業所需之基礎材料。,http://www.asiamaterial.com/,2026-05-11
4942.TW,嘉彰,電子零組件,金屬沖壓,提供背光模組與液晶面板之金屬框架、遮光罩及各式精密沖壓組件。,http://www.cci-com.com.tw/,2026-05-11
4943.TW,康控-KY,電子零組件,精密機構件,專注於聲學元件及車用精密機構件，具備高難度射出成型與組裝技術。,http://www.concraft.com.tw/,2026-05-11
4946.TWO,辣椒,資訊服務,遊戲經營,經營線上遊戲代理與手機遊戲營運，並代理多款國際知名遊戲 IP。,http://www.wasabii.com.tw/,2026-05-11
4949.TW,有成精密,光電業,太陽能系統,提供太陽能光電系統整合服務，包括支架系統、模組銷售及電站運維。,http://www.winaico.com.tw/,2026-05-11
4950.TWO,金耘國際,其他,貿易批發,從事不鏽鋼、特殊鋼材及電子零件之國內外貿易與物流服務。,http://www.ginter.com.tw/,2026-05-11
4951.TWO,精拓科,半導體,IC 設計,專業工業控制與雲端運算相關 IC 設計，產品涵蓋橋接晶片與視訊處理。,http://www.fintek.com.tw/,2026-05-11
4952.TW,凌通,半導體,消費性 IC,專業 MCU 與多媒體 IC 設計商，產品應用於玩具、語音及無線充電。,http://www.generalplus.com/,2026-05-11
4953.TWO,緯軟,資訊服務,軟體委外,專業資訊委外服務 (ITO) 公司，為全球大型金融與科技業提供軟體人力開發。,http://www.wits.com/,2026-05-11
4956.TW,光鋐,光電業,LED 晶粒,專業 LED 磊晶片與晶粒廠，專注於不可見光 (IR/UV) 及高功率照明應用。,http://www.epileds.com.tw/,2026-05-11
4958.TW,臻鼎-KY,電子零組件,PCB 製造,全球 PCB 市佔率第一，提供軟板、硬板、載板等全方位電路板解決方案。,http://www.zdtco.com/,2026-05-11
4960.TW,誠美材,電子零組件,偏光板,專業液晶面板用偏光板製造商，供應手機、筆電及電視面板產業。,http://www.cmmt.com.tw/,2026-05-11
4961.TW,天鈺,半導體,驅動 IC,鴻海集團旗下，專業面板驅動 IC 及電源管理 IC 設計商。,http://www.fitipower.com/,2026-05-11
4966.TWO,譜瑞-KY,半導體,高速傳輸,全球高速傳輸介面晶片領導商，專注於 eDP、USB 及 PCIe 訊號轉換。,http://www.paradetech.com/,2026-05-11
4967.TW,十銓,電腦週邊,記憶體模組,經營「Team Group」品牌，提供記憶體模組、SSD 及行動儲存產品。,http://www.teamgroupinc.com/,2026-05-11
4968.TW,立積,半導體,射頻 IC,專業射頻前端晶片 (RFIC) 設計商，深耕 Wi-Fi FEM 與微波感測器。,http://www.richwave.com.tw/,2026-05-11
4971.TWO,IET-KY,半導體,磊晶片,專業化合物半導體 (砷化鎵/磷化銦) 磊晶廠，應用於高頻與雷射通訊。,http://www.intelliepi.com/,2026-05-11
4972.TWO,湯石照明,電子零組件,商業照明,專業商業照明燈具商，產品應用於博物館、飯店及高階零售空間。,http://www.tons.com.tw/,2026-05-11
4973.TWO,廣穎電通,電腦週邊,記憶體模組,經營「Silicon Power」品牌，外銷隨身碟、記憶卡及固態硬碟。,http://www.silicon-power.com/,2026-05-11
4974.TWO,亞泰,光電業,影像感測器,專業接觸式影像感測器 (CIS) 廠，主要應用於多功能事務機與掃描器。,http://www.asia-optical.com/,2026-05-11
4976.TW,佳凌,光電業,光學鏡頭,專業光學元件廠，產品應用於車載鏡頭、投影機及安控設備。,http://www.calin.com.tw/,2026-05-11
4977.TW,眾達-KY,通信網路,光收發模組,提供數據中心高速光收發模組，專注於 100G/400G 及 CPO 相關技術。,http://www.p-optics.com/,2026-05-11
4979.TWO,華星光,通信網路,光通訊組件,專業光通訊主動元件廠，產品包括雷射二極體與光收發次模組。,http://www.luxnetcorp.com.tw/,2026-05-11
4987.TWO,科誠,電子零組件,條碼印表機,經營「GoDEX」品牌，專業研發與製造各類工業用及桌面型條碼印表機。,http://www.godexintl.com/,2026-05-11
4989.TW,榮科,電子零組件,電解銅箔,專業 PCB 用電解銅箔製造商，深耕利基型應用與高階載板材料。,http://www.lcf-tw.com/,2026-05-11
4991.TWO,環宇-KY,半導體,磊晶代工,提供化合物半導體 (GaAs/GaN/InP) 晶圓代工，應用於 5G 及國防雷達。,http://www.gcsincorp.com/,2026-05-11
4994.TW,傳奇,資訊服務,遊戲開發,台灣知名遊戲開發商，以「聖境傳說」等自有 IP 經營 MMORPG 遊戲。,http://www.x-legend.com.tw/,2026-05-11
4995.TWO,晶達,電子零組件,工業顯示器,專業高亮度工業級顯示模組商，產品應用於數位看板、博弈及航海設備。,http://www.litemax.com/,2026-05-11
4999.TW,鑫禾,電子零組件,精密樞紐,專業筆記型電腦枢纽 (Hinge) 製造商，供應全球一線品牌廠。,http://www.synnex.com.tw/,2026-05-11
5007.TW,三星,鋼鐵工業,螺絲螺帽,全球最大車用螺帽製造商，以冷鍛技術為核心，深耕全球汽車供應鏈。,http://www.san-shing.com.tw/,2026-05-11
5009.TWO,榮剛,鋼鐵工業,特殊鋼,專業合金工具鋼及特殊鋼製造商，產品應用於航太、能源及油氣產業。,http://www.gmtc.com.tw/,2026-05-11
5011.TWO,久陽,鋼鐵工業,螺栓螺絲,生產各類工業級螺栓與碳鋼螺絲，並積極轉型投資環境維護業務。,http://www.ofco.com.tw/,2026-05-11
5013.TWO,強新,鋼鐵工業,線材加工,專業不鏽鋼線材加工及超潔淨 (EP) 管件，供應半導體氣體管路需求。,http://www.csit.com.tw/,2026-05-11
5014.TWO,建錩,鋼鐵工業,不鏽鋼板,專業不鏽鋼捲板裁剪配送與加工商，為兩岸不鏽鋼通路領導廠商。,http://www.jianchang.com.tw/,2026-05-11
5015.TWO,華祺,鋼鐵工業,不鏽鋼螺絲,全球最大不鏽鋼小螺絲供應商，產品廣泛應用於建築、交通與機械組裝。,http://www.wahchi.com.tw/,2026-05-11
5016.TWO,松和,鋼鐵工業,鋼線鋼纜,專業生產高碳鋼線、鍍鋅鋼線及鋼纜，供應自行車、雨刷及工業起重需求。,http://www.song-he.com.tw/,2026-05-11
5201.TWO,凱衛,資訊服務,證券軟體,提供證券、期貨交易系統開發與金融資訊服務解決方案。,http://www.kway.com.tw/,2026-05-11
